Species	path	Ammon's horn	adipose tissue	adrenal gland	adrenal tissue	adult mammalian kidney	blastula	bone marrow	bone marrow macrophage	brain	brown adipose tissue	cerebellum	cerebral cortex	colon	egg cell	embryo	embryonic stem cell	female gonad	fibroblast	frontal cortex	gastrula	heart	heart left ventricle	intestine	kidney	leukocyte	liver	lung	lymph node	mesonephros	multi-cellular organism	muscle of leg	placenta	prefrontal cortex	prostate gland	skeletal muscle tissue	spleen	stomach	temporal lobe	testis	thoracic mammary gland	thymus	thyroid gland	zone of skin
gorilla_gorilla	22_0,4_0,4_1,48_0					1.4848214537355129e-07						7.848968097960009e-07								9.42112422015426e-07		1.062656829572554e-07												1.0838197986271342e-06						4.478728849841588e-07				
homo_sapiens	22_0,4_0,4_1,48_0		2.1935149554522813e-07		1.5204944624907249e-06	1.3382525157398254e-07				1.4925708428158473e-06		4.4083124717480985e-07		1.1902922981384156e-07				1.8621153767973085e-07		1.4400506039878774e-06		6.473412935823804e-07	2.856821578834653e-07	1.1802890192478662e-06	9.244953144602636e-07			5.383322416033221e-07			1.4782876268822436e-06	1.5032631470712915e-06	3.1683737094994e-07	1.06488801198333e-06	1.3729871639546202e-07	2.128754507254194e-06		9.273747688542959e-07		6.07211835318444e-07	1.7338784067274265e-07		8.115967833210265e-07	
sus_scrofa	22_0,4_0,4_1,48_0																					1.7741422909094595e-06																						
ornithorhynchus_anatinus	22_0,4_0,4_1,48_0					1.3008352392837736e-07				7.536182253479411e-07		1.1691105773037823e-06																												1.3500946947492132e-06				
gorilla_gorilla	7_1,4_2,48_0											1.2327097201390658e-06								1.413168633023139e-06														1.5504645924601103e-06										
homo_sapiens	7_1,4_2,48_0		2.485972507540937e-07	1.3634639869682178e-07	2.15331011383139e-06					1.4681569369161898e-06		6.557908518812353e-07								2.068992645166571e-06		7.372241713389008e-07	3.5061901378225496e-07	1.6755990929369455e-06			8.746531732528499e-08				2.009739459714625e-06	1.4662054777607327e-06		9.75219997620773e-07		2.446776972203918e-06		1.306346232488048e-06		7.766695771380261e-07	1.9022321984870414e-07		8.556392500976309e-07	
sus_scrofa	7_1,4_2,48_0																					3.023538270423163e-06												5.958014039206645e-06										
gorilla_gorilla	7_1,4_0,4_1,48_0											1.8255297088501004e-06								1.4402408290580651e-06		1.7199993878541476e-07												1.9253782158080043e-06						4.376250173484438e-07				
homo_sapiens	7_1,4_0,4_1,48_0				1.525059173721146e-06					1.97917400643729e-06		1.0966510900184514e-06								2.2033017476558722e-06		6.327600153354944e-07	6.961362208568928e-07	1.2276878736786052e-06	1.0087577757362931e-06			5.197065848953762e-07			1.6570080836308815e-06	1.4381595158088867e-06		1.2664305850475896e-06		1.7915755881602062e-06		1.0226798729410002e-06		5.25524420349495e-07	1.9744824478214537e-07		7.235069793997609e-07	
sus_scrofa	7_1,4_0,4_1,48_0																					2.1906076174140274e-06												5.619262930166085e-06										
ornithorhynchus_anatinus	7_1,4_0,4_1,48_0									1.2351718654232608e-06		2.7882048361658707e-06										4.85285448923338e-07																						
mus_musculus	7_0,37_1,52_0	8.757684642462768e-06								2.5694939635117645e-06		1.0466864097201675e-06	4.13381904526024e-07									6.680464132615933e-08					4.7482675115037465e-08									2.6978010075329666e-08								3.7090401483041054e-08
monodelphis_domestica	7_0,37_1,52_0									3.880963823490112e-07		3.465071238383518e-07																																
xenopus_tropicalis	7_0,37_1,52_0									1.755604998899854e-07						1.4371985833662623e-07					1.4676204035856073e-07																							
sus_scrofa	7_0,37_1,52_0																																	3.8897329133448835e-06										
ornithorhynchus_anatinus	7_0,37_1,52_0									8.805746079019332e-07		1.643850180214006e-06						9.18353678425798e-08				1.504563317935779e-07																		7.408238829837652e-07				
homo_sapiens	7_0,37_1,52_0				2.395583151673342e-07					8.696988539314845e-07		4.3419694239686536e-07								6.452509375229367e-07				5.176333749724285e-07	2.510057560507121e-07			6.864733239786037e-08			2.0054180356729592e-07			1.042684564980927e-06	1.8951498877113297e-07			3.476248568106873e-07						
rattus_norvegicus	7_0,37_1,52_0									5.285281793807821e-06																										1.7690098729679318e-08				1.0834347229604325e-08				
mus_musculus	7_0,52_0	1.5217840775321444e-06				4.5409571019417354e-07			5.0138600640681065e-08	5.321545107222816e-07	1.7023604845360555e-07	3.2221186016140175e-07	8.858183668414803e-08	3.010843634431498e-07			7.291310569691606e-08	8.109912564890522e-07	1.4018956483935604e-07			1.2691024182034916e-06					7.604832476786874e-07	8.991632233317887e-07					3.2999907866582127e-07			2.298068202901905e-06	2.841414000505485e-07			2.705103087531554e-07		6.85868001763473e-07		9.95510387839223e-07
monodelphis_domestica	7_0,52_0					1.0792675003942196e-07				2.0075640815264526e-07		2.6125667946243824e-07						6.170063866264207e-08				1.2634059635387294e-07											2.968501052103617e-07							2.510943959104146e-07				
xenopus_tropicalis	7_0,52_0						2.2308179269838242e-07			5.152340867147614e-08						1.635064302063163e-07		1.415384692977754e-07			1.8139304882383867e-07	5.127717452117581e-07					2.1427189096599515e-07			4.366669404568384e-08						9.195761895976379e-07				6.419357285382405e-07				
gorilla_gorilla	7_0,52_0					3.230663161986363e-07						9.872420957231868e-08								6.172460695963136e-07		1.4790207561335853e-07					6.447258770559569e-08							6.695421878098614e-07						8.12643136834269e-07				
sus_scrofa	7_0,52_0					2.5718149315117113e-07																3.423344983867548e-06			4.397378036961192e-07		3.545037122125197e-07	2.580137395183113e-06						2.0833036946178073e-06										
ornithorhynchus_anatinus	7_0,52_0											6.940185387620112e-08						8.482012869193769e-07				1.0174936062781258e-07					5.3825541046268425e-08													1.3036831244291944e-07				
homo_sapiens	7_0,52_0		3.28910602615529e-07	2.3161605102949324e-07	2.9382536247934126e-06	6.933132990995081e-08				7.292253027945411e-07		6.789195207134369e-08		1.2817490268731367e-07				2.2248256608349586e-07		1.637625513311644e-07		1.0308734924309826e-06	5.335271673100653e-08	1.8298509726209597e-06	1.693047809572965e-06	1.1615997750071033e-07	5.5589492443524616e-08	9.336491332084387e-07	1.7042509870879688e-07		4.5248862914422287e-07	1.9230828187666245e-06	1.3626462850466772e-07	5.412045994268898e-07	2.9962466198327587e-07	1.8105081122909072e-06		1.8338982601161225e-06		2.3405403286462034e-07	2.2331410776679307e-07		1.0782343972597582e-06	
rattus_norvegicus	7_0,52_0					6.275741029245438e-07				1.2001625656419106e-06				2.6425199238204963e-07								6.609587020362276e-07					6.067954275672596e-07	7.675691439510694e-07								3.5833099125124744e-06	3.791979916281953e-07			4.6563710338984835e-07				
gorilla_gorilla	39_0,54_0,54_1,11_0					4.838372861102371e-07						1.929571320271124e-06								1.8950537224448224e-06		3.658878096888716e-07					1.7418855748091696e-07							3.183898571290731e-06						1.5779243339280491e-06				
homo_sapiens	39_0,54_0,54_1,11_0		4.944754735435245e-07	2.1480573198018311e-07	4.47939321558217e-06	1.567755668145994e-07				2.609027306812075e-06		1.386690365750308e-06		1.728277991748422e-07				3.5069415062588555e-07		8.667737836769193e-07		1.4333592675350305e-06	3.974764832174343e-07	2.8833662707248404e-06	2.8240095721128066e-06	5.08218252892182e-07	8.12293158018659e-08	1.4583149892876686e-06	2.170522253703008e-07		2.359800960767014e-07	2.4432537637549266e-06	1.835558977681419e-07	2.6932545907949213e-06	3.456851662498716e-07	2.9707329725522112e-06		2.822282015900471e-06		6.05562976444285e-07	5.188720860030751e-07		1.2406053798253658e-06	
sus_scrofa	39_0,54_0,54_1,11_0					2.5999223422622555e-07																4.497825526249334e-06			4.6905365727586064e-07		4.3473613536008927e-07	1.9430664334095046e-06						6.787237923042808e-06										
homo_sapiens	39_0,11_0											6.442855192512835e-08																				3.751825928155792e-08		5.929610190390886e-08										
sus_scrofa	39_0,11_0																					2.498791959027408e-08												1.8016503657845698e-07										
homo_sapiens	3_0,3_1,3_2,31_0				2.2996026997858344e-07					3.213890779728988e-06		4.095189033488988e-06		2.9199490948609813e-08				2.928928669934616e-08		2.3912306046363476e-06		8.246892935996017e-08	8.892119455167752e-08	2.020240173421179e-07	1.2583102433975475e-07			7.285544466572988e-08			1.67286727377681e-07	2.955351975287025e-07		3.6102834467073105e-06		1.4387474104162957e-07		3.237254923028148e-07	2.098442116572656e-06	1.194309591653618e-07			6.956547335871697e-08	
sus_scrofa	3_0,3_1,3_2,31_0																					7.496375877082223e-08												6.844828844461575e-06										
ornithorhynchus_anatinus	3_0,3_1,3_2,31_0									3.3686167164557413e-06		1.0256237087457874e-05																												2.3041439671151863e-07				
homo_sapiens	3_0,31_0		1.2407367545115655e-07	6.669896119202648e-08	1.5058550378239711e-06	1.1192095954985461e-07				2.449540058192233e-07		7.48187523637743e-08						5.2099072274293454e-08		1.1397783988595332e-07		1.1662513680934459e-07	2.6676358365503267e-07	2.765688889191627e-07	5.160472898424198e-07	1.0499417898419814e-07	6.350139182956186e-08	2.3821968753187756e-07	1.5602594465969028e-07		1.7658921331353623e-07	1.5618498960765787e-07	5.902014797533003e-08	3.01468233683324e-07	8.024293494347033e-08	1.309762635740431e-07		3.8888199441421717e-07		2.9754151137354627e-07	2.941412259385677e-08		7.653979753799629e-08	
sus_scrofa	3_0,31_0					2.0284079130374307e-07																5.747221505763038e-07			7.91528046653015e-07		4.777527112218981e-07	8.600457983943708e-07						4.6546160732571667e-07										
ornithorhynchus_anatinus	3_0,31_0					4.1731773158850654e-07				1.4054982077930153e-07		2.196313714833347e-07						4.3228445570585396e-07				3.496196347529211e-07					1.4467537851668362e-07													1.7100848748633607e-06				
monodelphis_domestica	22_0,7_1,4_0									1.3202372222292643e-06		9.968961493270988e-07										1.8491226727449034e-07																						
gorilla_gorilla	22_0,7_1,4_0											1.6956879621068992e-06								1.1370322334668935e-06		1.4790207561335853e-07												1.883754041997214e-06						4.5861717697831663e-08				
sus_scrofa	22_0,7_1,4_0																					1.211914100128293e-06												3.915104986408578e-06										
ornithorhynchus_anatinus	22_0,7_1,4_0									1.0296591126670746e-06		3.355409661348711e-06										4.004943150668274e-07																						
homo_sapiens	22_0,7_1,4_0				2.4309515361053705e-07					1.4450298942835942e-06		1.2708828732088063e-06								1.3294211550849478e-06		3.5749253397418454e-07	7.202616758685874e-07	2.6791664114099776e-07	3.123273491758498e-07			1.6855293404559376e-07			5.54579797043631e-07	8.774856229435729e-07		9.972222125214319e-07		6.409601839414021e-07		2.4556424084535255e-07		4.4382826119726226e-08	8.869373250038148e-08		3.9305819622970604e-07	
gorilla_gorilla	22_0,4_0					5.0171549069154714e-08						5.781293883633885e-08								9.745990572573374e-08		9.860138374223902e-08												1.7257985113971818e-07						8.95999456631204e-08				
sus_scrofa	22_0,4_0																					1.499275175416445e-07																						
ornithorhynchus_anatinus	22_0,4_0					1.2462980274965748e-07				1.1243985662344122e-07		7.7019060446022e-08																												2.242193590007996e-08				
monodelphis_domestica	22_0,4_0					8.144287454254557e-08				1.1510320051710723e-07		2.594215640175391e-07																					9.413907089632256e-08							1.0548090307182719e-07				
homo_sapiens	22_0,4_0		8.772060266912324e-08		2.4599350036978884e-07	1.082893552213554e-07				8.239790407770696e-07		7.481875236377429e-08		6.074055231455347e-08				2.1089859584727295e-08		1.2720448276575636e-07		2.840708169745176e-07	1.8460965650495594e-07	1.6149982432102798e-07	1.5245998145141005e-07			1.3371209525773635e-07			2.4406120946408027e-07	9.146991975631781e-07	8.138742747264963e-08	6.517600713061762e-07	5.301665031403907e-08	9.57305470222138e-07		1.1514319943770713e-07		1.6358763123619072e-07	1.109800068051797e-07		4.521889703438168e-07	
gorilla_gorilla	22_0,7_1,4_2											9.994842626795587e-07								8.121658810477811e-07														1.26361004920083e-06										
homo_sapiens	22_0,7_1,4_2				2.3523679046791824e-07					7.213677146484657e-07		8.109713483769826e-07								7.295017779015848e-07		2.76676132111938e-07	4.2682173384805176e-07	2.1828297654360369e-07			5.0117563274050114e-08				3.3487807860545196e-07	5.94973702325761e-07		5.498332980221033e-07		6.261423196955893e-07		1.4694109170578208e-07		5.3294027124893485e-08	5.627989166050946e-08		3.2346410945865483e-07	
sus_scrofa	22_0,7_1,4_2																					1.3368536980796633e-06												3.018899973717639e-06										
gorilla_gorilla	22_0,4_2					4.823129097348025e-07						5.247385850324761e-07								3.8983962290293496e-07		1.938878709034568e-07					6.447258770559567e-08							1.0405688005564108e-06						2.3592006001652877e-06				
homo_sapiens	22_0,4_2		1.0671284744953877e-06	2.8042006316178036e-07	2.508504228265832e-06	1.80989499539253e-07				6.068410375079737e-07		2.026321815674046e-07		3.9691956459697086e-07				4.5428567645274643e-07		2.600418305733519e-07		4.4947492040281496e-07	1.3671209138725825e-07	1.5603903164460634e-06	1.6453678034738738e-06	1.048031083640506e-07	2.1924259150986711e-07	9.334058365085919e-07	1.7042509870879702e-07		2.8066937732467874e-07	2.5937443871771323e-07	3.3555746225203203e-07	5.405375618718867e-07	1.1886865351434784e-07	1.9815985212572906e-07		1.4928871773534303e-06		5.659991197039794e-07	3.009116967207359e-07		5.008911331733926e-07	
sus_scrofa	22_0,4_2					6.904238317430976e-07																1.4243114166456229e-06			6.156329251745671e-07		6.048913772409837e-07	2.675698039449154e-06						1.1598785407826343e-06										
rattus_norvegicus	22_0,7_1,4_1					2.4650405715579825e-08				3.231026475811868e-06				3.5373938211277304e-08								3.620129701575399e-07					4.052847294960797e-08	5.947094092028426e-08								3.3786254333939647e-06								
mus_musculus	22_0,7_1,4_1	4.9349961993827535e-06				2.928612680270904e-08				1.8945474894669619e-06		1.0339053477999428e-06		3.397885378135826e-08				3.356285443391177e-08				4.626195437514779e-07					1.2428112047476248e-07	7.897362442999228e-08								1.5296299350914048e-06								3.9797084164660414e-07
rattus_norvegicus	22_0,4_1					1.0389088764477955e-06				1.0235737776665341e-06				7.023572677833462e-07								3.008170226493355e-07					1.2480708667381784e-06	1.307496882221767e-06								9.02083128693517e-08	3.583715870842175e-07			7.227334502287195e-07				
mus_musculus	22_0,4_1	8.093723819470152e-07				4.939558544682383e-07		1.9986682207422453e-07		2.7908071659244204e-07	8.511802422680276e-08	3.9941725155505147e-07	1.18109115578864e-07	2.0909646727103385e-07			3.645655284845802e-08	1.2429367767131888e-06	3.695906709401204e-07			1.4289699156910302e-07					8.356883296331868e-07	7.121341932082222e-07					3.6395320383334643e-07			9.295152189210423e-08	2.5139000462379275e-07			3.4022697970872117e-07		7.048045363798095e-07		3.9629498048150633e-07
gorilla_gorilla	22_0,7_1,4_0,4_1,48_0											1.8123006908366527e-06								1.4375336094545726e-06		1.5365030002462082e-07												2.0271813136268545e-06						3.3259258580786175e-07				
homo_sapiens	22_0,7_1,4_0,4_1,48_0				1.2021318152922727e-06					1.8184245054174563e-06		1.1932926249609326e-06								1.999166588717441e-06		5.87766553587666e-07	6.82160315835689e-07	9.965746993376688e-07	8.430185880487812e-07			4.476130031453747e-07			1.3920104875982174e-06	1.3131015106610588e-06		1.2099155623207667e-06		1.5512775101955666e-06		8.252668112364855e-07		4.0607060112629255e-07	1.5566539659447882e-07		6.591457665491941e-07	
sus_scrofa	22_0,7_1,4_0,4_1,48_0																					2.0552563863000432e-06												5.3846620191530816e-06										
ornithorhynchus_anatinus	22_0,7_1,4_0,4_1,48_0									1.2325158762168778e-06		3.14244334561397e-06										5.155042730601519e-07																						
gorilla_gorilla	22_0,4_2,48_0					4.1370812385857344e-07						1.3819015683739005e-06								1.5106285387488728e-06		1.5774107614537247e-07					6.371193813125705e-08							1.973434247079188e-06						1.7618096818957618e-06				
homo_sapiens	22_0,4_2,48_0		7.748708778964129e-07	2.6415205911768474e-07	3.2890003074992147e-06	1.829432719092449e-07				1.7182977422006881e-06		6.877442091821429e-07		3.162630747046943e-07				4.853702851612422e-07		2.1628923385027357e-06		9.116785836004604e-07	3.122696260138711e-07	2.389128862773803e-06	2.056966891975922e-06	1.8638795988636413e-07	1.7202783144319348e-07	1.1404891854015427e-06	1.5957646754945677e-07		2.1137049195216244e-06	1.469882742402616e-06	5.616473600782763e-07	1.215840727604762e-06	2.1236575103632787e-07	2.334906216722017e-06		2.022362542520452e-06		1.0302296815934648e-06	2.9955760256430224e-07		1.0156517712244192e-06	
sus_scrofa	22_0,4_2,48_0					6.337798715590156e-07																3.2234416271453558e-06			7.915280466530149e-07		6.250305177572449e-07	2.962379972247278e-06						5.85948297893736e-06										
gorilla_gorilla	22_0,7_1,4_2,48_0											1.4126776923581476e-06								1.4185830722301243e-06														1.8111732640012086e-06										
homo_sapiens	22_0,7_1,4_2,48_0				1.5133233225561443e-06					1.4241632920634446e-06		9.315996445169486e-07								1.8415821340784296e-06		6.424115036739938e-07	4.4715687611219585e-07	1.218144454062917e-06			7.501606597487337e-08				1.5388322063098247e-06	1.2901128169130133e-06		9.96936829793948e-07		1.907979073569828e-06		9.485733636996791e-07		5.336827659109124e-07	1.369210972429625e-07		7.257802093975853e-07	
sus_scrofa	22_0,7_1,4_2,48_0																					2.5654264112681387e-06												5.532295788175789e-06										
gorilla_gorilla	22_0,4_0,4_1,48_0					1.4848214537355129e-07						7.848968097960009e-07								9.42112422015426e-07		1.062656829572554e-07												1.0838197986271342e-06						4.478728849841588e-07				
homo_sapiens	22_0,4_0,4_1,48_0		2.1935149554522813e-07		1.5204944624907249e-06	1.3382525157398254e-07				1.4925708428158473e-06		4.4083124717480985e-07		1.1902922981384156e-07				1.8621153767973085e-07		1.4400506039878774e-06		6.473412935823804e-07	2.856821578834653e-07	1.1802890192478662e-06	9.244953144602636e-07			5.383322416033221e-07			1.4782876268822436e-06	1.5032631470712915e-06	3.1683737094994e-07	1.06488801198333e-06	1.3729871639546202e-07	2.128754507254194e-06		9.273747688542959e-07		6.07211835318444e-07	1.7338784067274265e-07		8.115967833210265e-07	
sus_scrofa	22_0,4_0,4_1,48_0																					1.7741422909094595e-06																						
ornithorhynchus_anatinus	22_0,4_0,4_1,48_0					1.3008352392837736e-07				7.536182253479411e-07		1.1691105773037823e-06																												1.3500946947492132e-06				
gorilla_gorilla	22_0,4_0,4_1,48_0					1.4848214537355129e-07						7.848968097960009e-07								9.42112422015426e-07		1.062656829572554e-07												1.0838197986271342e-06						4.478728849841588e-07				
homo_sapiens	22_0,4_0,4_1,48_0		2.1935149554522813e-07		1.5204944624907249e-06	1.3382525157398254e-07				1.4925708428158473e-06		4.4083124717480985e-07		1.1902922981384156e-07				1.8621153767973085e-07		1.4400506039878774e-06		6.473412935823804e-07	2.856821578834653e-07	1.1802890192478662e-06	9.244953144602636e-07			5.383322416033221e-07			1.4782876268822436e-06	1.5032631470712915e-06	3.1683737094994e-07	1.06488801198333e-06	1.3729871639546202e-07	2.128754507254194e-06		9.273747688542959e-07		6.07211835318444e-07	1.7338784067274265e-07		8.115967833210265e-07	
sus_scrofa	22_0,4_0,4_1,48_0																					1.7741422909094595e-06																						
ornithorhynchus_anatinus	22_0,4_0,4_1,48_0					1.3008352392837736e-07				7.536182253479411e-07		1.1691105773037823e-06																												1.3500946947492132e-06				
gorilla_gorilla	22_0,4_2,48_0					4.1370812385857344e-07						1.3819015683739005e-06								1.5106285387488728e-06		1.5774107614537247e-07					6.371193813125705e-08							1.973434247079188e-06						1.7618096818957618e-06				
homo_sapiens	22_0,4_2,48_0		7.748708778964129e-07	2.6415205911768474e-07	3.2890003074992147e-06	1.829432719092449e-07				1.7182977422006881e-06		6.877442091821429e-07		3.162630747046943e-07				4.853702851612422e-07		2.1628923385027357e-06		9.116785836004604e-07	3.122696260138711e-07	2.389128862773803e-06	2.056966891975922e-06	1.8638795988636413e-07	1.7202783144319348e-07	1.1404891854015427e-06	1.5957646754945677e-07		2.1137049195216244e-06	1.469882742402616e-06	5.616473600782763e-07	1.215840727604762e-06	2.1236575103632787e-07	2.334906216722017e-06		2.022362542520452e-06		1.0302296815934648e-06	2.9955760256430224e-07		1.0156517712244192e-06	
sus_scrofa	22_0,4_2,48_0					6.337798715590156e-07																3.2234416271453558e-06			7.915280466530149e-07		6.250305177572449e-07	2.962379972247278e-06						5.85948297893736e-06										
gorilla_gorilla	7_1,4_0,4_1,48_0											1.8255297088501004e-06								1.4402408290580651e-06		1.7199993878541476e-07												1.9253782158080043e-06						4.376250173484438e-07				
homo_sapiens	7_1,4_0,4_1,48_0				1.525059173721146e-06					1.97917400643729e-06		1.0966510900184514e-06								2.2033017476558722e-06		6.327600153354944e-07	6.961362208568928e-07	1.2276878736786052e-06	1.0087577757362931e-06			5.197065848953762e-07			1.6570080836308815e-06	1.4381595158088867e-06		1.2664305850475896e-06		1.7915755881602062e-06		1.0226798729410002e-06		5.25524420349495e-07	1.9744824478214537e-07		7.235069793997609e-07	
sus_scrofa	7_1,4_0,4_1,48_0																					2.1906076174140274e-06												5.619262930166085e-06										
ornithorhynchus_anatinus	7_1,4_0,4_1,48_0									1.2351718654232608e-06		2.7882048361658707e-06										4.85285448923338e-07																						
gorilla_gorilla	7_1,4_2,48_0											1.2327097201390658e-06								1.413168633023139e-06														1.5504645924601103e-06										
homo_sapiens	7_1,4_2,48_0		2.485972507540937e-07	1.3634639869682178e-07	2.15331011383139e-06					1.4681569369161898e-06		6.557908518812353e-07								2.068992645166571e-06		7.372241713389008e-07	3.5061901378225496e-07	1.6755990929369455e-06			8.746531732528499e-08				2.009739459714625e-06	1.4662054777607327e-06		9.75219997620773e-07		2.446776972203918e-06		1.306346232488048e-06		7.766695771380261e-07	1.9022321984870414e-07		8.556392500976309e-07	
sus_scrofa	7_1,4_2,48_0																					3.023538270423163e-06												5.958014039206645e-06										
mus_musculus	26_0,15_0,44_0	1.5963651180047038e-05				7.875454654019306e-07			1.0027720128136213e-07	6.927953363016892e-06	1.2767703634020415e-07	4.578118825846458e-06	6.86509234302147e-07	5.130357455529714e-07			1.184837967574886e-07	1.8771170337313347e-06	1.1470055305038219e-07			9.354868564559288e-07					1.6579055096929405e-06	1.1993443831075156e-06					3.880705761030638e-07			1.5464294999655584e-06	3.9730105982815737e-07			9.859549911191613e-07		7.39695945571903e-07		6.508104859312098e-07
monodelphis_domestica	26_0,15_0,44_0					5.070267178389933e-07				2.214031162075933e-06		3.81341347766677e-06						2.1595223531924733e-07				1.5218226701436353e-07					3.2977727931582614e-07						1.9408757279426393e-07							3.158687612733736e-07				
xenopus_tropicalis	26_0,15_0,44_0						1.7940819394910216e-07			7.001774322072133e-07					1.0594936837246485e-07	1.1381683964615213e-07					1.506132992394123e-07	2.103667168543393e-07								3.3941147324134106e-07										4.843029529428761e-07				
gorilla_gorilla	26_0,15_0,44_0					5.273562974518888e-07						2.485244273046888e-06								3.687233099956926e-06		9.570084923384547e-08					8.418860126733749e-08							4.960297960818149e-06						2.0837131856496903e-06				
sus_scrofa	26_0,15_0,44_0					1.2093933347187476e-07																7.621315475033596e-07			7.47554266283403e-07		5.551555079129114e-07	2.5801373951831123e-06						8.109830103705168e-06										
ornithorhynchus_anatinus	26_0,15_0,44_0					5.91671383689463e-07				2.8196718891002386e-06		7.807705687992376e-06						6.291054705625801e-07				4.778901901117573e-07					1.260206550054476e-07													3.885685741464811e-06				
homo_sapiens	26_0,15_0,44_0		8.61958288181549e-07	9.059254694078127e-08	2.7640139859402196e-06	2.8578892680747464e-07				5.3849524851796155e-06		2.9681661596498585e-06		2.657286760743484e-07				2.5274380971471076e-07		3.698365325716033e-06		2.6710422422122677e-07		1.1132625010685188e-06	1.4754580059420638e-06		9.077954485155286e-08	4.979836714609471e-07			1.3281437546884162e-06	3.922268707778479e-07	1.7052446704992439e-07	3.120378697849726e-06	3.3026918968039475e-07	6.471047566252213e-07		1.1251744848078467e-06	1.5195615326905445e-06	1.0910149080792195e-06	2.457132232512939e-07		7.965358718038403e-07	
rattus_norvegicus	26_0,15_0,44_0					1.6496362089729295e-06				1.587235823089499e-05				8.578258334917789e-07								7.90653953603162e-07					1.2392579572917283e-06	1.842484773967604e-06								3.4102672675479407e-06	4.4947584443520747e-07			2.8233210989282395e-06				
gorilla_gorilla	26_0,44_0					7.373294722829741e-08														3.2486635241911244e-08							4.095332627216082e-08							8.565371385509637e-08						3.499058237223096e-08				
homo_sapiens	26_0,44_0				9.114631210342121e-08	4.8948120910123635e-08				1.3809395564045073e-07		4.260447640121011e-08										5.319592329850046e-08	5.335271673100651e-08	1.1458874918195437e-07				6.399857052792873e-08			1.5635710217190794e-08	7.949611461436515e-08						6.987637145452524e-08		4.1056508782767304e-08	2.9865487312667994e-08		5.5638741656414297e-08	
