TranscriptIDCluster_5p	ExonIDCluster_5p	S_exonID_5p	TranscriptIDCluster_3p	ExonIDCluster_3p	S_exonID_3p	Species	n_lib	Experiment_ID	Ammon's horn	CD4-positive helper T cell	adipose tissue	adrenal gland	adrenal tissue	adult mammalian kidney	adult organism	blastula	bone marrow	bone marrow macrophage	bone tissue	brain	brown adipose tissue	cerebellum	cerebral cortex	colon	corpus callosum	egg cell	embryo	embryonic stem cell	eye	female gonad	female reproductive system	fibroblast	frontal cortex	gastrula	head	head kidney	heart	heart left ventricle	intestine	kidney	larva	leukocyte	liver	lung	lymph node	male reproductive system	mature ovarian follicle	mesonephros	multi-cellular organism	multi-tissue structure	muscle of leg	muscle tissue	peripheral blood mononuclear cell	pharyngeal gill	pharyngeal muscle cell (C elegans)	placenta	prefrontal cortex	prostate gland	rectum	skeletal muscle tissue	spleen	stomach	tail	temporal lobe	testis	thoracic mammary gland	thymus	thyroid gland	zone of skin
ENSBTAT00000020634	ENSBTAE00000355268	5_0	ENSBTAT00000020634	ENSBTAE00000355258	24_1	bos_taurus	32	GSE41637						0.0						0.0				2.0749609954019487e-08													0.0						0.0	0.0																0.0	0.0				0.0				
ENSBTAT00000020634	ENSBTAE00000355268	5_0	ENSBTAT00000077630	ENSBTAE00000355258	24_1	bos_taurus	32	GSE43013						0.0																													0.0														0.0												
ENSBTAT00000020634	ENSBTAE00000355268	5_0	ENSBTAT00000077630	ENSBTAE00000355258	24_1	bos_taurus	32	GSE41637						0.0						0.0				2.0749609954019487e-08													0.0						0.0	0.0																0.0	0.0				0.0				
ENSBTAT00000077630	ENSBTAE00000355268	5_0	ENSBTAT00000020634	ENSBTAE00000355258	24_1	bos_taurus	32	GSE43013						0.0																													0.0														0.0												
ENSBTAT00000077630	ENSBTAE00000355268	5_0	ENSBTAT00000020634	ENSBTAE00000355258	24_1	bos_taurus	32	GSE41637						0.0						0.0				2.0749609954019487e-08													0.0						0.0	0.0																0.0	0.0				0.0				
ENSBTAT00000077630	ENSBTAE00000355268	5_0	ENSBTAT00000077630	ENSBTAE00000355258	24_1	bos_taurus	32	GSE43013						0.0																													0.0														0.0												
ENSBTAT00000077630	ENSBTAE00000355268	5_0	ENSBTAT00000077630	ENSBTAE00000355258	24_1	bos_taurus	32	GSE41637						0.0						0.0				2.0749609954019487e-08													0.0						0.0	0.0																0.0	0.0				0.0				
ENSBTAT00000020634	ENSBTAE00000355258	24_1	ENSBTAT00000020634	ENSBTAE00000355247	23_0	bos_taurus	31	GSE43013						0.0																													0.0														0.0												
ENSBTAT00000020634	ENSBTAE00000355258	24_1	ENSBTAT00000020634	ENSBTAE00000355247	23_0	bos_taurus	31	GSE41637						0.0						0.0				0.0													0.0						0.0	0.0																0.0	0.0				0.0				
ENSBTAT00000020634	ENSBTAE00000355258	24_1	ENSBTAT00000077630	ENSBTAE00000355247	23_0	bos_taurus	31	GSE43013						0.0																													0.0														0.0												
ENSBTAT00000020634	ENSBTAE00000355258	24_1	ENSBTAT00000077630	ENSBTAE00000355247	23_0	bos_taurus	31	GSE41637						0.0						0.0				0.0													0.0						0.0	0.0																0.0	0.0				0.0				
ENSBTAT00000077630	ENSBTAE00000355258	24_1	ENSBTAT00000020634	ENSBTAE00000355247	23_0	bos_taurus	31	GSE43013						0.0																													0.0														0.0												
ENSBTAT00000077630	ENSBTAE00000355258	24_1	ENSBTAT00000020634	ENSBTAE00000355247	23_0	bos_taurus	31	GSE41637						0.0						0.0				0.0													0.0						0.0	0.0																0.0	0.0				0.0				
ENSBTAT00000077630	ENSBTAE00000355258	24_1	ENSBTAT00000077630	ENSBTAE00000355247	23_0	bos_taurus	31	GSE43013						0.0																													0.0														0.0												
ENSBTAT00000077630	ENSBTAE00000355258	24_1	ENSBTAT00000077630	ENSBTAE00000355247	23_0	bos_taurus	31	GSE41637						0.0						0.0				0.0													0.0						0.0	0.0																0.0	0.0				0.0				
ENSBTAT00000020634	ENSBTAE00000355258	24_1	ENSBTAT00000020634	ENSBTAE00000355239	12_0	bos_taurus	3	GSE43013																																																	0.0												
ENSBTAT00000020634	ENSBTAE00000355258	24_1	ENSBTAT00000020634	ENSBTAE00000355239	12_0	bos_taurus	3	GSE41637																																																									0.0				
ENSBTAT00000020634	ENSBTAE00000355258	24_1	ENSBTAT00000077630	ENSBTAE00000355239	12_0	bos_taurus	3	GSE43013																																																	0.0												
ENSBTAT00000020634	ENSBTAE00000355258	24_1	ENSBTAT00000077630	ENSBTAE00000355239	12_0	bos_taurus	3	GSE41637																																																									0.0				
ENSBTAT00000077630	ENSBTAE00000355258	24_1	ENSBTAT00000020634	ENSBTAE00000355239	12_0	bos_taurus	3	GSE43013																																																	0.0												
ENSBTAT00000077630	ENSBTAE00000355258	24_1	ENSBTAT00000020634	ENSBTAE00000355239	12_0	bos_taurus	3	GSE41637																																																									0.0				
ENSBTAT00000077630	ENSBTAE00000355258	24_1	ENSBTAT00000077630	ENSBTAE00000355239	12_0	bos_taurus	3	GSE43013																																																	0.0												
ENSBTAT00000077630	ENSBTAE00000355258	24_1	ENSBTAT00000077630	ENSBTAE00000355239	12_0	bos_taurus	3	GSE41637																																																									0.0				
ENSBTAT00000020634	ENSBTAE00000355247	23_0	ENSBTAT00000020634	ENSBTAE00000355239	12_0	bos_taurus	29	GSE43013						0.0																													0.0														0.0												
ENSBTAT00000020634	ENSBTAE00000355247	23_0	ENSBTAT00000020634	ENSBTAE00000355239	12_0	bos_taurus	29	GSE41637						0.0						0.0				0.0													0.0						1.9444565972981777e-08	0.0																	2.5431062873471054e-08				0.0				
ENSBTAT00000020634	ENSBTAE00000355247	23_0	ENSBTAT00000077630	ENSBTAE00000355239	12_0	bos_taurus	29	GSE43013						0.0																													0.0														0.0												
ENSBTAT00000020634	ENSBTAE00000355247	23_0	ENSBTAT00000077630	ENSBTAE00000355239	12_0	bos_taurus	29	GSE41637						0.0						0.0				0.0													0.0						1.9444565972981777e-08	0.0																	2.5431062873471054e-08				0.0				
ENSBTAT00000077630	ENSBTAE00000355247	23_0	ENSBTAT00000020634	ENSBTAE00000355239	12_0	bos_taurus	29	GSE43013						0.0																													0.0														0.0												
ENSBTAT00000077630	ENSBTAE00000355247	23_0	ENSBTAT00000020634	ENSBTAE00000355239	12_0	bos_taurus	29	GSE41637						0.0						0.0				0.0													0.0						1.9444565972981777e-08	0.0																	2.5431062873471054e-08				0.0				
ENSBTAT00000077630	ENSBTAE00000355247	23_0	ENSBTAT00000077630	ENSBTAE00000355239	12_0	bos_taurus	29	GSE43013						0.0																													0.0														0.0												
ENSBTAT00000077630	ENSBTAE00000355247	23_0	ENSBTAT00000077630	ENSBTAE00000355239	12_0	bos_taurus	29	GSE41637						0.0						0.0				0.0													0.0						1.9444565972981777e-08	0.0																	2.5431062873471054e-08				0.0				
ENSBTAT00000020634	ENSBTAE00000355239	12_0	ENSBTAT00000020634	ENSBTAE00000387642	6_0	bos_taurus	30	GSE43013						0.0																													0.0														0.0												
ENSBTAT00000020634	ENSBTAE00000355239	12_0	ENSBTAT00000020634	ENSBTAE00000387642	6_0	bos_taurus	30	GSE41637						0.0						0.0				0.0													0.0						0.0	0.0																0.0	0.0				0.0				
ENSBTAT00000020634	ENSBTAE00000355239	12_0	ENSBTAT00000077630	ENSBTAE00000387642	6_0	bos_taurus	30	GSE43013						0.0																													0.0														0.0												
ENSBTAT00000020634	ENSBTAE00000355239	12_0	ENSBTAT00000077630	ENSBTAE00000387642	6_0	bos_taurus	30	GSE41637						0.0						0.0				0.0													0.0						0.0	0.0																0.0	0.0				0.0				
ENSBTAT00000077630	ENSBTAE00000355239	12_0	ENSBTAT00000020634	ENSBTAE00000387642	6_0	bos_taurus	30	GSE43013						0.0																													0.0														0.0												
ENSBTAT00000077630	ENSBTAE00000355239	12_0	ENSBTAT00000020634	ENSBTAE00000387642	6_0	bos_taurus	30	GSE41637						0.0						0.0				0.0													0.0						0.0	0.0																0.0	0.0				0.0				
ENSBTAT00000077630	ENSBTAE00000355239	12_0	ENSBTAT00000077630	ENSBTAE00000387642	6_0	bos_taurus	30	GSE43013						0.0																													0.0														0.0												
ENSBTAT00000077630	ENSBTAE00000355239	12_0	ENSBTAT00000077630	ENSBTAE00000387642	6_0	bos_taurus	30	GSE41637						0.0						0.0				0.0													0.0						0.0	0.0																0.0	0.0				0.0				
ENSBTAT00000020634	ENSBTAE00000387642	6_0	ENSBTAT00000020634	ENSBTAE00000379161	3_0	bos_taurus	31	GSE43013						0.0																													0.0														0.0												
ENSBTAT00000020634	ENSBTAE00000387642	6_0	ENSBTAT00000020634	ENSBTAE00000379161	3_0	bos_taurus	31	GSE41637						0.0						0.0				0.0													0.0						0.0	0.0																0.0	0.0				0.0				
ENSBTAT00000020634	ENSBTAE00000387642	6_0	ENSBTAT00000077630	ENSBTAE00000379161	3_0	bos_taurus	31	GSE43013						0.0																													0.0														0.0												
ENSBTAT00000020634	ENSBTAE00000387642	6_0	ENSBTAT00000077630	ENSBTAE00000379161	3_0	bos_taurus	31	GSE41637						0.0						0.0				0.0													0.0						0.0	0.0																0.0	0.0				0.0				
ENSBTAT00000077630	ENSBTAE00000387642	6_0	ENSBTAT00000020634	ENSBTAE00000379161	3_0	bos_taurus	31	GSE43013						0.0																													0.0														0.0												
ENSBTAT00000077630	ENSBTAE00000387642	6_0	ENSBTAT00000020634	ENSBTAE00000379161	3_0	bos_taurus	31	GSE41637						0.0						0.0				0.0													0.0						0.0	0.0																0.0	0.0				0.0				
