Species	GeneID	TranscriptIDCluster_5p	ExonIDCluster_5p	SubexonIDCluster_5p	S_exonID_5p	S_exon_CodingStart_5p	S_exon_CodingEnd_5p	chr	start	end	strand	motif	total_uq	total_mm	ave_uq	num_exp	name_exp	uq_per_exp	mm_per_exp	TranscriptIDCluster_3p	ExonIDCluster_3p	SubexonIDCluster_3p	S_exonID_3p	S_exon_CodingStart_3p	S_exon_CodingEnd_3p	n_total_uq	n_total_mm
xenopus_tropicalis	ENSXETG00000020568							GL172785.1	2266058.0	2266158.0	1.0	1.0	3.0	0.0	3.0	1.0	SRR943353	3	0	ENSXETT00000044438	ENSXETE00000249350	ENSXETE00000249350_SE_1	1_0	2266159.0	2266477.0	1.1147157716304093e-07	0.0
xenopus_tropicalis	ENSXETG00000020568	ENSXETT00000044438	ENSXETE00000249350	ENSXETE00000249350_SE_1	1_0	2266159.0	2266477.0	GL172785.1																		0.0	0.0
xenopus_tropicalis	ENSXETG00000020568							GL172785.1												ENSXETT00000044438	ENSXETE00000249349	ENSXETE00000249349_SE_0	2_0	2261956.0	2262284.0	0.0	0.0
monodelphis_domestica	ENSMODG00000004441							3	431768893.0	431769437.0	2.0	2.0	2.0	0.0	2.0	1.0	SRR649380	2	0	ENSMODT00000005590	ENSMODE00000047131	ENSMODE00000047131_SE_2	2_0	431768850.0	431768525.0	4.851834908166167e-08	0.0
monodelphis_domestica	ENSMODG00000004441							3	431768893.0	431770011.0	2.0	2.0	41.0	0.0	10.25	4.0	SRR306755,SRR306756,SRR649379,SRR649380	6,12,13,10	0,0,0,0	ENSMODT00000005590	ENSMODE00000047131	ENSMODE00000047131_SE_2	2_0	431768850.0	431768525.0	1.912882375110142e-06	0.0
monodelphis_domestica	ENSMODG00000004441							3	431767870.0	431768286.0	2.0	2.0	1.0	0.0	1.0	1.0	SRR649379	1	0	ENSMODT00000005590	ENSMODE00000047135	ENSMODE00000047135_SE_1	1_0	431767869.0	431767595.0	2.4259174540830836e-08	0.0
monodelphis_domestica	ENSMODG00000004441							3	431767870.0	431768524.0	2.0	2.0	41.0	0.0	10.25	4.0	SRR306755,SRR306756,SRR649379,SRR649380	7,8,9,17	0,0,0,0	ENSMODT00000005590	ENSMODE00000047135	ENSMODE00000047135_SE_1	1_0	431767869.0	431767595.0	1.9081900959282303e-06	0.0
monodelphis_domestica	ENSMODG00000004441	ENSMODT00000005590	ENSMODE00000047135	ENSMODE00000047135_SE_1	1_0	431767869.0	431767595.0	3	431752255.0	431767594.0	2.0	2.0	1.0	0.0	1.0	1.0	SRR306756	1	0							5.054833826381825e-08	0.0
monodelphis_domestica									431761907.0	431762615.0	2.0	2.0	1.0	0.0	1.0	1.0	SRR649380	1	0							2.4259174540830836e-08	0.0
monodelphis_domestica									431768917.0	431769069.0	2.0	2.0	2.0	0.0	2.0	1.0	SRR649380	2	0							4.851834908166167e-08	0.0
mus_musculus									71562520.0	71562565.0	2.0	2.0	2.0	0.0	2.0	1.0	SRR594396	2	0							1.918116029504806e-08	0.0
rattus_norvegicus	ENSRNOG00000042658							16	19993312.0	19994888.0	2.0	2.0	25.0	0.0	25.0	1.0	SRR594436	25	0	ENSRNOT00000024434	ENSRNOE00000174874	ENSRNOE00000174874_SE_0	1_0	19993311.0	19992984.0	2.708586807401081e-07	0.0
rattus_norvegicus	ENSRNOG00000042658	ENSRNOT00000024434	ENSRNOE00000174832	ENSRNOE00000174832_SE_2/ENSRNOE00000530796_SE_2	2_0	19996716.0	19996391.0	16	19993312.0	19996390.0	2.0	2.0	35.0	0.0	5.833333333333332	6.0	SRR594419,SRR594427,SRR594428,SRR594431,SRR594436,SRR594445	6,6,5,3,11,4	0,0,0,0,0,0	ENSRNOT00000024434	ENSRNOE00000174874	ENSRNOE00000174874_SE_0	1_0	19993311.0	19992984.0	4.977666022282262e-07	0.0
rattus_norvegicus	ENSRNOG00000042658	ENSRNOT00000024434	ENSRNOE00000174832	ENSRNOE00000174832_SE_2/ENSRNOE00000530796_SE_2	2_0	19996716.0	19996391.0	16	19995043.0	19996390.0	2.0	2.0	79.0	0.0	26.33333333333333	3.0	SRR594419,SRR594427,SRR594436	2,1,76	0,0,0							8.549278083165972e-07	0.0
rattus_norvegicus	ENSRNOG00000042658	ENSRNOT00000024434	ENSRNOE00000174832	ENSRNOE00000174832_SE_2/ENSRNOE00000530796_SE_2	2_0	19996716.0	19996391.0	16	19995308.0	19996390.0	2.0	2.0	3.0	0.0	3.0	1.0	SRR594436	3	0							3.2503041688812976e-08	0.0
rattus_norvegicus	ENSRNOG00000042658	ENSRNOT00000024434	ENSRNOE00000174832	ENSRNOE00000174832_SE_2/ENSRNOE00000530796_SE_2	2_0	19996716.0	19996391.0	16	19996264.0	19996390.0	2.0	2.0	5.0	0.0	2.5	2.0	SRR594427,SRR594436	1,4	0,0							5.309517386220392e-08	0.0
rattus_norvegicus									19993558.0	19994888.0	2.0	2.0	19.0	0.0	9.5	2.0	SRR594427,SRR594436	1,18	0,0							2.0477603507666448e-07	0.0
