gene	idE	type	paths	alt_paths	path_species	alt_path_species	path_values	alt_path_values	tr_path	tr_alt_path
CAMK2D	14_0	E	7_1,14_0,19_0,17_0	7_1,20_0,17_0	gorilla_gorilla,homo_sapiens	gorilla_gorilla,homo_sapiens	[6.254375690995106e-06, 0.00011565689682742824]	[5.219485356422863e-07, 4.320359783878396e-05]	ENST00000511664,ENSGGOT00000033104	ENST00000508738,ENSGGOT00000058329
CAMK2D	19_0	I	14_0,19_0,17_0	14_0,17_0	gorilla_gorilla,homo_sapiens	gorilla_gorilla,homo_sapiens	[7.340864281884766e-06, 0.00016477206522480116]	[1.2975299421217002e-07, 3.159291725947623e-07]	ENST00000511664,ENSGGOT00000033104	
CAMK2D	19_0	I	20_0,19_0,17_0	20_0,17_0	gorilla_gorilla,homo_sapiens	gorilla_gorilla,homo_sapiens	[5.190885747405864e-06, 0.00015828339825362764]	[5.396739485582008e-07, 4.037869114697113e-05]		ENST00000508738,ENSGGOT00000058329
CAMK2D	19_0	I	7_1,19_0,17_0	7_1,17_0	gorilla_gorilla,homo_sapiens	gorilla_gorilla,homo_sapiens	[6.087029485561853e-06, 0.00024906825902397194]	[2.908422914700963e-06, 0.00026094725545909933]	ENSDART00000056466,ENSDART00000136175,ENSDART00000166198,ENST00000394522,ENSGGOT00000052903	ENSDART00000142259,ENST00000379773,ENST00000394524,ENSGGOT00000026985,ENSGGOT00000052788
CAMK2D	19_0	E	7_1,19_0,17_0	7_1,14_0,17_0	gorilla_gorilla,homo_sapiens	gorilla_gorilla,homo_sapiens	[6.087029485561853e-06, 0.00024906825902397194]	[2.1055757517139777e-06, 8.87124460263857e-06]	ENSDART00000056466,ENSDART00000136175,ENSDART00000166198,ENST00000394522,ENSGGOT00000052903	
CAMK2D	19_0	E	7_1,19_0,17_0	7_1,20_0,17_0	gorilla_gorilla,homo_sapiens	gorilla_gorilla,homo_sapiens	[6.087029485561853e-06, 0.00024906825902397194]	[5.219485356422863e-07, 4.320359783878396e-05]	ENSDART00000056466,ENSDART00000136175,ENSDART00000166198,ENST00000394522,ENSGGOT00000052903	ENST00000508738,ENSGGOT00000058329
CAMK2D	20_0	I	7_1,20_0,17_0	7_1,17_0	gorilla_gorilla,homo_sapiens	gorilla_gorilla,homo_sapiens	[5.219485356422863e-07, 4.320359783878396e-05]	[2.908422914700963e-06, 0.00026094725545909933]	ENST00000508738,ENSGGOT00000058329	ENSDART00000142259,ENST00000379773,ENST00000394524,ENSGGOT00000026985,ENSGGOT00000052788
CAMK2D	20_0	I	7_1,20_0,19_0,17_0	7_1,17_0	gorilla_gorilla,homo_sapiens	gorilla_gorilla,homo_sapiens	[3.6286648725126994e-06, 0.0001208651003459507]	[2.908422914700963e-06, 0.00026094725545909933]		ENSDART00000142259,ENST00000379773,ENST00000394524,ENSGGOT00000026985,ENSGGOT00000052788
CAMK2D	20_0	I	7_1,20_0,19_0	7_1,19_0	gorilla_gorilla,homo_sapiens	gorilla_gorilla,homo_sapiens	[3.261678178204803e-07, 2.5820581037268338e-05]	[1.9403999892265677e-06, 0.00018718237908462847]		ENSDART00000056466,ENSDART00000136175,ENSDART00000166198,ENST00000394522,ENSGGOT00000052903
CAMK2D	20_0	E	7_1,20_0,17_0	7_1,14_0,17_0	gorilla_gorilla,homo_sapiens	gorilla_gorilla,homo_sapiens	[5.219485356422863e-07, 4.320359783878396e-05]	[2.1055757517139777e-06, 8.87124460263857e-06]	ENST00000508738,ENSGGOT00000058329	
CAMK2D	20_0	E	7_1,20_0,17_0	7_1,19_0,17_0	gorilla_gorilla,homo_sapiens	gorilla_gorilla,homo_sapiens	[5.219485356422863e-07, 4.320359783878396e-05]	[6.087029485561853e-06, 0.00024906825902397194]	ENST00000508738,ENSGGOT00000058329	ENSDART00000056466,ENSDART00000136175,ENSDART00000166198,ENST00000394522,ENSGGOT00000052903
CAMK2D	20_0	E	7_1,20_0,19_0	7_1,14_0,19_0	gorilla_gorilla,homo_sapiens	gorilla_gorilla,homo_sapiens	[3.261678178204803e-07, 2.5820581037268338e-05]	[4.264734045544089e-06, 1.8008275759484652e-05]		ENST00000511664,ENSGGOT00000033104
CAMK2D	20_0	E	7_1,20_0,19_0,17_0	7_1,14_0,17_0	gorilla_gorilla,homo_sapiens	gorilla_gorilla,homo_sapiens	[3.6286648725126994e-06, 0.0001208651003459507]	[2.1055757517139777e-06, 8.87124460263857e-06]		
