gene	idE	type	paths	alt_paths	path_species	alt_path_species	path_values	alt_path_values	tr_path	tr_alt_path
NEBL	13_0	I	3_0,13_0,4_0,11_0	3_0,11_0	monodelphis_domestica,bos_taurus,gorilla_gorilla,sus_scrofa,homo_sapiens,rattus_norvegicus	gorilla_gorilla,sus_scrofa,monodelphis_domestica,homo_sapiens,bos_taurus,rattus_norvegicus	[1.9946429273452802e-05, 7.065984478258335e-06, 3.992161061378166e-06, 6.017131925715175e-05, 0.0002376033785700881, 6.2266154247633426e-06]	[1.7430833374961302e-05, 3.10468742995053e-05, 7.851096849021707e-06, 9.929391044287518e-05, 2.1641868328848164e-05, 4.557605308550962e-05]	ENSBTAT00000061339,ENSBTAT00000067562,ENSBTAT00000085898,ENST00000377122,ENSGGOT00000005469,ENSMMUT00000014819,ENSMMUT00000043169,ENSMODT00000011714,ENSRNOT00000068553,ENSRNOT00000082549,ENSSSCT00000012137	ENSBTAT00000075769,ENST00000417816,ENSGGOT00000049274,ENSMMUT00000070281,ENSSSCT00000040834,ENSSSCT00000045325,ENSSSCT00000059223,ENSSSCT00000062235
NEBL	13_0	I	3_0,13_0,4_0,11_0,2_0	3_0,2_0	monodelphis_domestica,bos_taurus,gorilla_gorilla,sus_scrofa,rattus_norvegicus	monodelphis_domestica,sus_scrofa	[3.0855388707102545e-05, 1.5245923347449727e-05, 1.0293442945711901e-05, 7.186979707899558e-05, 1.8300360733565006e-05]	[1.3946268884773108e-07, 3.1180941182192834e-07]	ENSBTAT00000061339,ENSBTAT00000067562,ENSBTAT00000085898,ENST00000377122,ENSGGOT00000005469,ENSMMUT00000014819,ENSMMUT00000043169,ENSMODT00000011714,ENSRNOT00000068553,ENSRNOT00000082549,ENSSSCT00000012137	
NEBL	13_0	I	3_0,13_0,11_0	3_0,11_0	gorilla_gorilla,homo_sapiens,bos_taurus	gorilla_gorilla,sus_scrofa,monodelphis_domestica,homo_sapiens,bos_taurus,rattus_norvegicus	[3.904847202000429e-06, 0.00012616305924106585, 4.086143402909904e-06]	[1.7430833374961302e-05, 3.10468742995053e-05, 7.851096849021707e-06, 9.929391044287518e-05, 2.1641868328848164e-05, 4.557605308550962e-05]		ENSBTAT00000075769,ENST00000417816,ENSGGOT00000049274,ENSMMUT00000070281,ENSSSCT00000040834,ENSSSCT00000045325,ENSSSCT00000059223,ENSSSCT00000062235
NEBL	13_0	I	3_0,13_0,4_0	3_0,4_0	monodelphis_domestica,bos_taurus,gorilla_gorilla,sus_scrofa,homo_sapiens,rattus_norvegicus	homo_sapiens,xenopus_tropicalis	[1.7463359069261675e-05, 7.396367363825646e-06, 4.6612665322732985e-06, 4.96016337123517e-05, 0.0002231030810465405, 5.821209318500095e-06]	[3.976912720827989e-07, 1.8473475050334614e-07]	ENSBTAT00000061339,ENSBTAT00000067562,ENSBTAT00000085898,ENST00000377122,ENSGGOT00000005469,ENSMMUT00000014819,ENSMMUT00000043169,ENSMODT00000011714,ENSRNOT00000068553,ENSRNOT00000082549,ENSSSCT00000012137,ENSXETT00000036218	
NEBL	5_8	I	9_3,5_8,9_4	9_3,9_4	monodelphis_domestica,xenopus_tropicalis,bos_taurus,gorilla_gorilla,sus_scrofa,homo_sapiens,rattus_norvegicus	xenopus_tropicalis,sus_scrofa	[7.54335166686625e-06, 2.2307294412747557e-05, 3.194306645562089e-05, 2.6681291763813968e-06, 0.0001006357940805054, 0.00025866735841321737, 1.5922980445791033e-05]	[2.470806184341744e-06, 2.498791959027407e-07]	ENSBTAT00000061339,ENSBTAT00000067562,ENSBTAT00000075769,ENSBTAT00000085898,ENST00000377122,ENSGGOT00000005469,ENSMMUT00000014819,ENSMMUT00000043169,ENSMODT00000011714,ENSRNOT00000068553,ENSRNOT00000082549,ENSSSCT00000012137,ENSSSCT00000040533,ENSSSCT00000059223,ENSSSCT00000062235,ENSXETT00000036218	
NEBL	5_8	E	9_3,5_8,9_5	9_3,9_4,9_5	homo_sapiens,sus_scrofa	xenopus_tropicalis,sus_scrofa	[0.00013480884887925786, 5.511920948410564e-05]	[1.0576141692406197e-05, 4.647285939760528e-05]		
NEBL	9_0	I	5_4,9_0,9_1,8_0	5_4,8_0	monodelphis_domestica,xenopus_tropicalis,bos_taurus,sus_scrofa,homo_sapiens,rattus_norvegicus	gorilla_gorilla,homo_sapiens	[1.0289485456406359e-05, 2.920753115138236e-05, 5.3064810912896604e-05, 4.481847417286494e-05, 0.0002673825930910953, 1.428872702361298e-05]	[6.613312971180149e-07, 4.726012544657404e-07]	ENSBTAT00000061339,ENSBTAT00000067562,ENSBTAT00000075769,ENST00000377122,ENSMMUT00000014819,ENSMMUT00000043169,ENSMODT00000011714,ENSRNOT00000068553,ENSRNOT00000082549,ENSSSCT00000012137,ENSSSCT00000036863,ENSSSCT00000040533,ENSSSCT00000059223,ENSSSCT00000062235,ENSXETT00000036218	ENSGGOT00000005469
NEBL	9_2	I	8_0,9_2,9_3	8_0,9_3	monodelphis_domestica,bos_taurus,gorilla_gorilla,sus_scrofa,homo_sapiens,rattus_norvegicus	bos_taurus,homo_sapiens,sus_scrofa,rattus_norvegicus	[9.959624375768658e-06, 1.527979184554742e-05, 1.2509590950285572e-06, 6.51292163249318e-05, 0.0001844157312388229, 9.673692575572244e-06]	[6.898043746650835e-06, 2.3440022152089272e-07, 4.368702883056872e-06, 1.6119955032021091e-06]	ENSBTAT00000061339,ENSBTAT00000075769,ENST00000377122,ENSGGOT00000005469,ENSMMUT00000014819,ENSMMUT00000043169,ENSMODT00000011714,ENSRNOT00000068553,ENSRNOT00000082549,ENSSSCT00000012137,ENSSSCT00000059223,ENSSSCT00000062235	ENSBTAT00000067562,ENSSSCT00000040533
NEBL	9_2	I	8_0,9_2,9_3,5_8,9_4	8_0,9_4	monodelphis_domestica,bos_taurus,gorilla_gorilla,sus_scrofa,homo_sapiens,rattus_norvegicus	homo_sapiens,sus_scrofa	[8.751488021317454e-06, 2.361142915058415e-05, 1.9595441357049768e-06, 8.28825052027186e-05, 0.0002215415448260201, 1.279833651068164e-05]	[7.585357946053308e-07, 3.24842954673563e-07]	ENSBTAT00000061339,ENSBTAT00000075769,ENST00000377122,ENSGGOT00000005469,ENSMMUT00000014819,ENSMMUT00000043169,ENSMODT00000011714,ENSRNOT00000068553,ENSRNOT00000082549,ENSSSCT00000012137,ENSSSCT00000059223,ENSSSCT00000062235	ENSSSCT00000036863
NEBL	9_2	E	8_0,9_2,9_3,5_8,9_5	8_0,9_4,9_5	homo_sapiens,sus_scrofa	homo_sapiens,sus_scrofa	[0.00015961229005904037, 6.012421290451872e-05]	[0.0001293378717236473, 4.651034127699069e-05]		ENSSSCT00000036863
