gene	idE	type	paths	alt_paths	path_species	alt_path_species	path_values	alt_path_values	tr_path	tr_alt_path
SNAP-25	3_1	I	3_0,3_1,3_2,3_3,3_5,3_6,1_1	3_0,1_1	gorilla_gorilla,homo_sapiens,bos_taurus,mus_musculus	monodelphis_domestica,mus_musculus	[2.517992673925509e-07, 5.744127814666661e-07, 1.4592537495725352e-07, 6.521113214781695e-07]	[2.700192432960161e-07, 1.9874191317119912e-07]		
SNAP-25	3_1	I	3_0,3_1,3_2,3_3,3_5,3_6,2_0,1_1	3_0,1_1	mus_musculus,bos_taurus,gorilla_gorilla,sus_scrofa,homo_sapiens	monodelphis_domestica,mus_musculus	[0.0015837494800829096, 0.00037737793343956563, 0.0002787340114940123, 0.00014621191357880932, 0.0007302811777704721]	[2.700192432960161e-07, 1.9874191317119912e-07]		
SNAP-25	3_1	E	6_0,3_1,3_2,3_3,3_5,3_6,2_0	6_0,3_0,2_0	mus_musculus,bos_taurus,gorilla_gorilla,sus_scrofa,ornithorhynchus_anatinus,homo_sapiens	mus_musculus,monodelphis_domestica,xenopus_tropicalis,bos_taurus,gorilla_gorilla,sus_scrofa,homo_sapiens	[0.0028189516254914235, 0.0006623490534511053, 0.00043023996824248197, 0.00022746000184530282, 0.0003787412944169209, 0.002237366292767128]	[0.00019792865984174105, 0.0008976435742356985, 0.0015328433773998233, 4.73188822868876e-05, 2.9911219697025226e-05, 1.6889636118001305e-05, 0.00023171034159370391]	ENSBTAT00000010961,ENSBTAT00000071478,ENST00000254976,ENSGGOT00000012308,ENSMMUT00000015467,ENSMMUT00000065548,ENSMUST00000028727,ENSOANT00000013387,ENSSSCT00000030392/ENSSSCT00000053460/ENSSSCT00000061808,ENSSSCT00000038949	ENSBTAT00000068441,ENST00000304886,ENSGGOT00000046263,ENSGGOT00000056463,ENSMMUT00000015468,ENSMODT00000006033,ENSMUST00000110098,ENSSSCT00000045585,ENSXETT00000033038
SNAP-25	3_1	E	3_0,3_1,3_2,3_3,3_5,3_6,1_1	3_0,2_0,1_1	gorilla_gorilla,homo_sapiens,bos_taurus,mus_musculus	mus_musculus,monodelphis_domestica,xenopus_tropicalis,bos_taurus,gorilla_gorilla,sus_scrofa,homo_sapiens,rattus_norvegicus	[2.517992673925509e-07, 5.744127814666661e-07, 1.4592537495725352e-07, 6.521113214781695e-07]	[0.001360772772771823, 0.0005563789414714417, 0.000827124106823063, 0.0003114091569656838, 0.0002259116345945654, 0.00011280675543418441, 0.0005998932393469627, 0.0005159413626880285]		ENSBTAT00000068441,ENST00000304886,ENSGGOT00000046263,ENSGGOT00000056463,ENSMMUT00000015468,ENSMODT00000006033,ENSMUST00000110098,ENSRNOT00000008734,ENSSSCT00000045585,ENSXETT00000033038
SNAP-25	3_1	E	6_0,3_1,3_2,3_3,3_5,3_6,1_1	6_0,2_0,1_1	mus_musculus,bos_taurus,gorilla_gorilla,ornithorhynchus_anatinus,homo_sapiens	gorilla_gorilla,homo_sapiens,xenopus_tropicalis	[0.0017118142890274511, 0.0003872159406323417, 0.0002245064826437697, 0.0002349681088905482, 0.0016829531430366384]	[0.0002122450846217843, 0.0005407314413848771, 0.000554680372894668]		
SNAP-25	3_1	E	6_0,3_1,3_2,3_3,3_5,3_6,1_1	6_0,3_0,1_1	mus_musculus,bos_taurus,gorilla_gorilla,ornithorhynchus_anatinus,homo_sapiens	monodelphis_domestica,mus_musculus	[0.0017118142890274511, 0.0003872159406323417, 0.0002245064826437697, 0.0002349681088905482, 0.0016829531430366384]	[0.0006880838776096236, 0.00010509003036541724]		
SNAP-25	3_1	E	6_0,3_1,3_2,3_3,3_5,3_6,2_0,1_1	6_0,3_0,1_1	mus_musculus,bos_taurus,gorilla_gorilla,sus_scrofa,ornithorhynchus_anatinus,homo_sapiens	monodelphis_domestica,mus_musculus	[0.0027245242652202246, 0.000635424610277822, 0.00042823713374493037, 0.00022110050277114772, 0.0004020650068586766, 0.0018518669979405867]	[0.0006880838776096236, 0.00010509003036541724]	ENSBTAT00000010961,ENSBTAT00000071478,ENST00000254976,ENSGGOT00000012308,ENSMMUT00000015467,ENSMMUT00000065548,ENSMUST00000028727,ENSOANT00000013387,ENSSSCT00000030392/ENSSSCT00000053460/ENSSSCT00000061808,ENSSSCT00000038949	
SNAP-25	3_0	I	6_0,3_0,3_1	6_0,3_1	mus_musculus,bos_taurus,gorilla_gorilla,sus_scrofa,homo_sapiens	gorilla_gorilla,sus_scrofa,mus_musculus,ornithorhynchus_anatinus,homo_sapiens,bos_taurus	[0.0001052631095062778, 2.6776576498526474e-05, 1.630096782423034e-05, 8.408756772669483e-06, 0.00017256679165788196]	[0.0004488806674464682, 0.00022493601513188282, 0.0034228692556068385, 0.0004696079551562745, 0.003365388431045121, 0.000774298008938159]		ENSBTAT00000010961,ENSBTAT00000071478,ENST00000254976,ENSGGOT00000012308,ENSMMUT00000015467,ENSMMUT00000065548,ENSMUST00000028727,ENSOANT00000013387,ENSRNOT00000007998,ENSSSCT00000030392/ENSSSCT00000053460/ENSSSCT00000061808,ENSSSCT00000038949
SNAP-25	3_0	I	6_0,3_0,3_1,3_2,3_3,3_5,3_6,2_0	6_0,2_0	mus_musculus,bos_taurus,gorilla_gorilla,sus_scrofa,homo_sapiens	gorilla_gorilla,homo_sapiens,xenopus_tropicalis	[0.0008085200714628548, 0.0002013177503203682, 0.00014806706822898547, 8.22671673680206e-05, 0.0004848259126016331]	[2.58704493741469e-07, 5.944744822504698e-07, 6.830806954738388e-07]		
SNAP-25	3_0	I	6_0,3_0,2_0	6_0,2_0	mus_musculus,monodelphis_domestica,xenopus_tropicalis,bos_taurus,gorilla_gorilla,sus_scrofa,homo_sapiens	gorilla_gorilla,homo_sapiens,xenopus_tropicalis	[0.00019792865984174105, 0.0008976435742356985, 0.0015328433773998233, 4.73188822868876e-05, 2.9911219697025226e-05, 1.6889636118001305e-05, 0.00023171034159370391]	[2.58704493741469e-07, 5.944744822504698e-07, 6.830806954738388e-07]	ENSBTAT00000068441,ENST00000304886,ENSGGOT00000046263,ENSGGOT00000056463,ENSMMUT00000015468,ENSMODT00000006033,ENSMUST00000110098,ENSSSCT00000045585,ENSXETT00000033038	
SNAP-25	3_0	I	7_0,3_0,3_1,3_2,3_3,3_5,3_6,2_0	7_0,2_0	homo_sapiens,bos_taurus	homo_sapiens,ornithorhynchus_anatinus	[0.0003700864434752149, 0.0001837240855608052]	[4.0088580683240783e-07, 1.808271179885952e-07]		
SNAP-25	3_0	I	7_0,3_0,2_0	7_0,2_0	homo_sapiens,bos_taurus	homo_sapiens,ornithorhynchus_anatinus	[5.960113790407671e-05, 2.0928385147543128e-05]	[4.0088580683240783e-07, 1.808271179885952e-07]		
SNAP-25	3_0	E	7_0,3_0,3_1	7_0,6_0,3_1	homo_sapiens,bos_taurus	mus_musculus,bos_taurus,gorilla_gorilla,sus_scrofa,ornithorhynchus_anatinus,homo_sapiens	[4.5758796825475453e-07, 3.860793591820023e-07]	[0.003214910875621239, 0.0005963705492438769, 0.0004877038785681011, 0.00022461637346336821, 0.0005593034035986492, 0.0029952045400307627]		ENSBTAT00000010961,ENST00000254976,ENSGGOT00000012308,ENSMMUT00000015467,ENSMUST00000028727,ENSOANT00000013387,ENSRNOT00000007998,ENSSSCT00000030392/ENSSSCT00000053460/ENSSSCT00000061808,ENSSSCT00000038949
SNAP-25	3_0	E	7_0,3_0,2_0,1_1	7_0,6_0,3_1,3_2,3_3,3_5,3_6,1_1	homo_sapiens,bos_taurus	mus_musculus,bos_taurus,gorilla_gorilla,ornithorhynchus_anatinus,homo_sapiens	[0.00040002356136521907, 0.0002078108314087805]	[0.002143527024563514, 0.00039762499027142607, 0.00032518001832575785, 0.0003729783566073734, 0.001996975645029894]		
SNAP-25	3_0	E	7_0,3_0,2_0	7_0,6_0,3_1,3_2,3_3,3_5,3_6,2_0	homo_sapiens,bos_taurus	mus_musculus,bos_taurus,gorilla_gorilla,sus_scrofa,ornithorhynchus_anatinus,homo_sapiens	[5.960113790407671e-05, 2.0928385147543128e-05]	[0.002881618582206162, 0.0005810470654839351, 0.000462335675391566, 0.0002264055784951531, 0.0004688271469582886, 0.0023665844115168867]		ENSBTAT00000010961,ENST00000254976,ENSGGOT00000012308,ENSMMUT00000015467,ENSMUST00000028727,ENSOANT00000013387,ENSSSCT00000030392/ENSSSCT00000053460/ENSSSCT00000061808,ENSSSCT00000038949
SNAP-25	3_0	E	6_0,3_0,2_0,1_1	6_0,3_1,3_2,3_3,3_5,3_6,1_1	mus_musculus,monodelphis_domestica,xenopus_tropicalis,bos_taurus,gorilla_gorilla,sus_scrofa,homo_sapiens	mus_musculus,bos_taurus,gorilla_gorilla,ornithorhynchus_anatinus,homo_sapiens	[0.0009771756214537698, 0.0008295518729729448, 0.0013914548066311695, 0.0002254044961683435, 0.00016135130138129254, 8.07202589529467e-05, 0.0005147630304916372]	[0.0017118142890274511, 0.0003872159406323417, 0.0002245064826437697, 0.0002349681088905482, 0.0016829531430366384]	ENSBTAT00000068441,ENST00000304886,ENSGGOT00000046263,ENSGGOT00000056463,ENSMMUT00000015468,ENSMODT00000006033,ENSMUST00000110098,ENSSSCT00000045585,ENSXETT00000033038	
SNAP-25	3_0	E	6_0,3_0,2_0	6_0,3_1,3_2,3_3,3_5,3_6,2_0	mus_musculus,monodelphis_domestica,xenopus_tropicalis,bos_taurus,gorilla_gorilla,sus_scrofa,homo_sapiens	mus_musculus,bos_taurus,gorilla_gorilla,sus_scrofa,ornithorhynchus_anatinus,homo_sapiens	[0.00019792865984174105, 0.0008976435742356985, 0.0015328433773998233, 4.73188822868876e-05, 2.9911219697025226e-05, 1.6889636118001305e-05, 0.00023171034159370391]	[0.0028189516254914235, 0.0006623490534511053, 0.00043023996824248197, 0.00022746000184530282, 0.0003787412944169209, 0.002237366292767128]	ENSBTAT00000068441,ENST00000304886,ENSGGOT00000046263,ENSGGOT00000056463,ENSMMUT00000015468,ENSMODT00000006033,ENSMUST00000110098,ENSSSCT00000045585,ENSXETT00000033038	ENSBTAT00000010961,ENSBTAT00000071478,ENST00000254976,ENSGGOT00000012308,ENSMMUT00000015467,ENSMMUT00000065548,ENSMUST00000028727,ENSOANT00000013387,ENSSSCT00000030392/ENSSSCT00000053460/ENSSSCT00000061808,ENSSSCT00000038949
SNAP-25	3_0	E	6_0,3_0,3_1,3_2,3_3,3_5,3_6,1_1	6_0,2_0,1_1	gorilla_gorilla,homo_sapiens,bos_taurus,mus_musculus	gorilla_gorilla,homo_sapiens,xenopus_tropicalis	[1.0911411163177301e-05, 0.0001152171461146399, 1.7895675107859136e-05, 7.042851382020654e-05]	[0.0002122450846217843, 0.0005407314413848771, 0.000554680372894668]		
SNAP-25	3_0	E	7_0,3_0,3_1,3_2,3_3,3_5,3_6,2_0	7_0,6_0,2_0	homo_sapiens,bos_taurus	gorilla_gorilla,homo_sapiens,xenopus_tropicalis	[0.0003700864434752149, 0.0001837240855608052]	[0.0002633928970917378, 0.0013128075617493276, 0.0006177407779796494]		
SNAP-25	3_0	E	7_0,3_0,3_1,3_2,3_3,3_5,3_6,1_1	7_0,2_0,1_1	homo_sapiens,bos_taurus	homo_sapiens,ornithorhynchus_anatinus	[4.776769882217526e-07, 3.02010348296154e-07]	[0.0005406346470471681, 0.00022444662943008834]		
SNAP-25	3_0	E	6_0,3_0,1_1	6_0,3_1,3_2,3_3,3_5,3_6,1_1	monodelphis_domestica,mus_musculus	mus_musculus,bos_taurus,gorilla_gorilla,ornithorhynchus_anatinus,homo_sapiens	[0.0006880838776096236, 0.00010509003036541724]	[0.0017118142890274511, 0.0003872159406323417, 0.0002245064826437697, 0.0002349681088905482, 0.0016829531430366384]		
SNAP-25	3_0	E	6_0,3_0,1_1	6_0,3_1,3_2,3_3,3_5,3_6,2_0,1_1	monodelphis_domestica,mus_musculus	mus_musculus,bos_taurus,gorilla_gorilla,sus_scrofa,ornithorhynchus_anatinus,homo_sapiens	[0.0006880838776096236, 0.00010509003036541724]	[0.0027245242652202246, 0.000635424610277822, 0.00042823713374493037, 0.00022110050277114772, 0.0004020650068586766, 0.0018518669979405867]		ENSBTAT00000010961,ENSBTAT00000071478,ENST00000254976,ENSGGOT00000012308,ENSMMUT00000015467,ENSMMUT00000065548,ENSMUST00000028727,ENSOANT00000013387,ENSSSCT00000030392/ENSSSCT00000053460/ENSSSCT00000061808,ENSSSCT00000038949
SNAP-25	6_0	I	7_0,6_0,3_0	7_0,3_0	mus_musculus,monodelphis_domestica,xenopus_tropicalis,bos_taurus,gorilla_gorilla,sus_scrofa,homo_sapiens	homo_sapiens,bos_taurus	[0.0016084669072266512, 0.0011943514377009594, 0.0018774573407556038, 0.00023591913206162887, 0.00027937886232224046, 0.00012042199889266245, 0.0014847616308986955]	[2.842054017319257e-07, 6.14180294973955e-07]	ENSBTAT00000068441,ENST00000304886,ENSGGOT00000046263,ENSMMUT00000015468,ENSMODT00000006033,ENSMUST00000110098,ENSSSCT00000045585,ENSXETT00000033038	
SNAP-25	6_0	I	7_0,6_0,3_0,2_0	7_0,2_0	mus_musculus,monodelphis_domestica,xenopus_tropicalis,bos_taurus,gorilla_gorilla,sus_scrofa,homo_sapiens	homo_sapiens,ornithorhynchus_anatinus	[0.001134269938439707, 0.000936030762632455, 0.0014334950766878238, 0.00017102695137445668, 0.0001954498430279282, 8.602533467695209e-05, 0.0010294804440679375]	[4.0088580683240783e-07, 1.808271179885952e-07]	ENSBTAT00000068441,ENST00000304886,ENSGGOT00000046263,ENSMMUT00000015468,ENSMODT00000006033,ENSMUST00000110098,ENSSSCT00000045585,ENSXETT00000033038	
SNAP-25	6_0	I	7_0,6_0,3_0,3_1,3_2,3_3,3_5,3_6,2_0	7_0,2_0	mus_musculus,bos_taurus,gorilla_gorilla,sus_scrofa,homo_sapiens	homo_sapiens,ornithorhynchus_anatinus	[0.001358128177506051, 0.00025559908512767484, 0.00024268207359417262, 0.00011777455847472885, 0.001019874596705326]	[4.0088580683240783e-07, 1.808271179885952e-07]		
SNAP-25	6_0	I	7_0,6_0,3_1,3_2,3_3,3_5,3_6,2_0	7_0,2_0	mus_musculus,bos_taurus,gorilla_gorilla,sus_scrofa,ornithorhynchus_anatinus,homo_sapiens	homo_sapiens,ornithorhynchus_anatinus	[0.002881618582206162, 0.0005810470654839351, 0.000462335675391566, 0.0002264055784951531, 0.0004688271469582886, 0.0023665844115168867]	[4.0088580683240783e-07, 1.808271179885952e-07]	ENSBTAT00000010961,ENST00000254976,ENSGGOT00000012308,ENSMMUT00000015467,ENSMUST00000028727,ENSOANT00000013387,ENSSSCT00000030392/ENSSSCT00000053460/ENSSSCT00000061808,ENSSSCT00000038949	
SNAP-25	6_0	I	7_0,6_0,2_0	7_0,2_0	gorilla_gorilla,homo_sapiens,xenopus_tropicalis	homo_sapiens,ornithorhynchus_anatinus	[0.0002633928970917378, 0.0013128075617493276, 0.0006177407779796494]	[4.0088580683240783e-07, 1.808271179885952e-07]		
SNAP-25	6_0	E	7_0,6_0,3_1	7_0,3_0,3_1	mus_musculus,bos_taurus,gorilla_gorilla,sus_scrofa,ornithorhynchus_anatinus,homo_sapiens	homo_sapiens,bos_taurus	[0.003214910875621239, 0.0005963705492438769, 0.0004877038785681011, 0.00022461637346336821, 0.0005593034035986492, 0.0029952045400307627]	[4.5758796825475453e-07, 3.860793591820023e-07]	ENSBTAT00000010961,ENST00000254976,ENSGGOT00000012308,ENSMMUT00000015467,ENSMUST00000028727,ENSOANT00000013387,ENSRNOT00000007998,ENSSSCT00000030392/ENSSSCT00000053460/ENSSSCT00000061808,ENSSSCT00000038949	
SNAP-25	6_0	E	7_0,6_0,3_1,3_2,3_3,3_5,3_6,2_0	7_0,3_0,2_0	mus_musculus,bos_taurus,gorilla_gorilla,sus_scrofa,ornithorhynchus_anatinus,homo_sapiens	homo_sapiens,bos_taurus	[0.002881618582206162, 0.0005810470654839351, 0.000462335675391566, 0.0002264055784951531, 0.0004688271469582886, 0.0023665844115168867]	[5.960113790407671e-05, 2.0928385147543128e-05]	ENSBTAT00000010961,ENST00000254976,ENSGGOT00000012308,ENSMMUT00000015467,ENSMUST00000028727,ENSOANT00000013387,ENSSSCT00000030392/ENSSSCT00000053460/ENSSSCT00000061808,ENSSSCT00000038949	
SNAP-25	6_0	E	7_0,6_0,3_0,3_1,3_2,3_3,3_5,3_6,1_1	7_0,2_0,1_1	gorilla_gorilla,homo_sapiens,bos_taurus,mus_musculus	homo_sapiens,ornithorhynchus_anatinus	[0.0001398153307948165, 0.0007426680218400811, 0.00011803252871829306, 0.0008045595092740647]	[0.0005406346470471681, 0.00022444662943008834]		
SNAP-25	6_0	E	7_0,6_0,3_1,3_2,3_3,3_5,3_6,1_1	7_0,2_0,1_1	mus_musculus,bos_taurus,gorilla_gorilla,ornithorhynchus_anatinus,homo_sapiens	homo_sapiens,ornithorhynchus_anatinus	[0.002143527024563514, 0.00039762499027142607, 0.00032518001832575785, 0.0003729783566073734, 0.001996975645029894]	[0.0005406346470471681, 0.00022444662943008834]		
SNAP-25	6_0	E	7_0,6_0,2_0	7_0,3_0,2_0	gorilla_gorilla,homo_sapiens,xenopus_tropicalis	homo_sapiens,bos_taurus	[0.0002633928970917378, 0.0013128075617493276, 0.0006177407779796494]	[5.960113790407671e-05, 2.0928385147543128e-05]		
SNAP-25	6_0	E	7_0,6_0,2_0,1_1	7_0,3_0,3_1,3_2,3_3,3_5,3_6,1_1	gorilla_gorilla,homo_sapiens,xenopus_tropicalis	homo_sapiens,bos_taurus	[0.00031700575297776757, 0.0012354945105953865, 0.0007813864070177204]	[4.776769882217526e-07, 3.02010348296154e-07]		
SNAP-25	6_0	E	7_0,6_0,2_0	7_0,3_0,3_1,3_2,3_3,3_5,3_6,2_0	gorilla_gorilla,homo_sapiens,xenopus_tropicalis	homo_sapiens,bos_taurus	[0.0002633928970917378, 0.0013128075617493276, 0.0006177407779796494]	[0.0003700864434752149, 0.0001837240855608052]		
